idDelegacia;municipio_circuns;idMunicipio;UF_Sede;SEDE;Delegacia;delegacia_code;UF_Municipio
1;Acrelândia;1;AC;RIO BRANCO;Superintendência Regional de Polícia Federal no Acre;SR/DPF/AC;AC
1;Boca do Acre;2;AC;RIO BRANCO;Superintendência Regional de Polícia Federal no Acre;SR/DPF/AC;AM
1;Bujari;3;AC;RIO BRANCO;Superintendência Regional de Polícia Federal no Acre;SR/DPF/AC;AC
1;Capixaba;4;AC;RIO BRANCO;Superintendência Regional de Polícia Federal no Acre;SR/DPF/AC;AC
1;Manoel Urbano;5;AC;RIO BRANCO;Superintendência Regional de Polícia Federal no Acre;SR/DPF/AC;AC
1;Pauini;6;AC;RIO BRANCO;Superintendência Regional de Polícia Federal no Acre;SR/DPF/AC;AM
1;Plácido de Castro;7;AC;RIO BRANCO;Superintendência Regional de Polícia Federal no Acre;SR/DPF/AC;AC
1;Porto Acre;8;AC;RIO BRANCO;Superintendência Regional de Polícia Federal no Acre;SR/DPF/AC;AC
1;Rio Branco;9;AC;RIO BRANCO;Superintendência Regional de Polícia Federal no Acre;SR/DPF/AC;AC
1;Santa Rosa do Purus;10;AC;RIO BRANCO;Superintendência Regional de Polícia Federal no Acre;SR/DPF/AC;AC
1;Sena Madureira;11;AC;RIO BRANCO;Superintendência Regional de Polícia Federal no Acre;SR/DPF/AC;AC
1;Senador Guiomard;12;AC;RIO BRANCO;Superintendência Regional de Polícia Federal no Acre;SR/DPF/AC;AC
2;Cruzeiro do Sul;13;AC;CRUZEIRO DO SUL;Delegacia de Polícia Federal em Cruzeiro do Sul/AC;DPF/CZS/AC;AC
2;Eirunepé;14;AC;CRUZEIRO DO SUL;Delegacia de Polícia Federal em Cruzeiro do Sul/AC;DPF/CZS/AC;AM
2;Envira;15;AC;CRUZEIRO DO SUL;Delegacia de Polícia Federal em Cruzeiro do Sul/AC;DPF/CZS/AC;AM
2;Feijó;16;AC;CRUZEIRO DO SUL;Delegacia de Polícia Federal em Cruzeiro do Sul/AC;DPF/CZS/AC;AC
2;Guajará;17;AC;CRUZEIRO DO SUL;Delegacia de Polícia Federal em Cruzeiro do Sul/AC;DPF/CZS/AC;AM
2;Ipixuna;18;AC;CRUZEIRO DO SUL;Delegacia de Polícia Federal em Cruzeiro do Sul/AC;DPF/CZS/AC;AM
2;Itamarati;19;AC;CRUZEIRO DO SUL;Delegacia de Polícia Federal em Cruzeiro do Sul/AC;DPF/CZS/AC;AM
2;Jordão;20;AC;CRUZEIRO DO SUL;Delegacia de Polícia Federal em Cruzeiro do Sul/AC;DPF/CZS/AC;AC
2;Mâncio Lima;21;AC;CRUZEIRO DO SUL;Delegacia de Polícia Federal em Cruzeiro do Sul/AC;DPF/CZS/AC;AC
2;Marechal Thaumaturgo;22;AC;CRUZEIRO DO SUL;Delegacia de Polícia Federal em Cruzeiro do Sul/AC;DPF/CZS/AC;AC
2;Porto Walter;23;AC;CRUZEIRO DO SUL;Delegacia de Polícia Federal em Cruzeiro do Sul/AC;DPF/CZS/AC;AC
2;Rodrigues Alves;24;AC;CRUZEIRO DO SUL;Delegacia de Polícia Federal em Cruzeiro do Sul/AC;DPF/CZS/AC;AC
2;Tarauacá;25;AC;CRUZEIRO DO SUL;Delegacia de Polícia Federal em Cruzeiro do Sul/AC;DPF/CZS/AC;AC
3;Assis Brasil;26;AC;EPITACIOLÂNDIA;Delegacia de Polícia Federal em Epitaciolândia/AC;DPF/EPA/AC;AC
3;Brasiléia;27;AC;EPITACIOLÂNDIA;Delegacia de Polícia Federal em Epitaciolândia/AC;DPF/EPA/AC;AC
3;Epitaciolândia;28;AC;EPITACIOLÂNDIA;Delegacia de Polícia Federal em Epitaciolândia/AC;DPF/EPA/AC;AC
3;Xapuri;29;AC;EPITACIOLÂNDIA;Delegacia de Polícia Federal em Epitaciolândia/AC;DPF/EPA/AC;AC
4;Água Branca;30;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Anadia;31;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Arapiraca;32;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Atalaia;33;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Barra de Santo Antônio;34;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Barra de São Miguel;35;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Batalha;36;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Belém;37;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Belo Monte;38;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Boca da Mata;39;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Branquinha;40;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Cacimbinhas;41;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Cajueiro;42;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Campestre;43;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Campo Alegre;44;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Campo Grande;45;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Canapi;46;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Capela;47;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Carneiros;48;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Chã Preta;49;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Coité do Nóia;50;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Colônia Leopoldina;51;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Coqueiro Seco;52;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Coruripe;53;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Craíbas;54;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Delmiro Gouveia;55;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Dois Riachos;56;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Estrela de Alagoas;57;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Feira Grande;58;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Feliz Deserto;59;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Flexeiras;60;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Girau do Ponciano;61;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Ibateguara;62;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Igaci;63;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Igreja Nova;64;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Inhapi;65;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Jacaré dos Homens;66;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Jacuípe;67;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Japaratinga;68;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Jaramataia;69;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Jequiá da Praia;70;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Joaquim Gomes;71;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Jundiá;72;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Junqueiro;73;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Lagoa da Canoa;74;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Limoeiro de Anadia;75;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Maceió;76;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Major Isidoro;77;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Maragogi;78;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Maravilha;79;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Marechal Deodoro;80;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Maribondo;81;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Mar Vermelho;82;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Mata Grande;83;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Matriz de Camaragibe;84;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Messias;85;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Minador do Negrão;86;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Monteirópolis;87;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Murici;88;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Novo Lino;89;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Olho dÁgua das Flores;90;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Olho dÁgua do Casado;91;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Olho dÁgua Grande;92;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Olivença;93;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Ouro Branco;94;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Palestina;95;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Palmeira dos Indios;96;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Pão de Açúcar;97;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Pariconha;98;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Paripueira;99;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Passo de Camaragibe;100;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Paulo Jacinto;101;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Penedo;102;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Piaçabuçu;103;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Pilar;104;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Pindoba;105;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Piranhas;106;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Poço das Trincheiras;107;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Porto Calvo;108;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Porto de Pedras;109;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Porto Real do Colégio;110;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Quebrangulo;111;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Rio Largo;112;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Roteiro;113;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Santa Luzia do Norte;114;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Santana do Ipanema;115;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Santana do Mundaú;116;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;São Brás;117;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;São José da Laje;118;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;São José da Tapera;119;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;São Luís do Quitunde;120;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;São Miguel dos Campos;121;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;São Miguel dos Milagres;122;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;São Sebastião;123;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Satuba;124;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Senador Rui Palmeira;125;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Tanque dArca;126;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Taquarana;127;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Teotônio Vilela;128;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Traipu;129;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;União dos Palmares;130;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
4;Viçosa;131;AL;MACEIÓ;Superintendência Regional de Polícia Federal em Alagoas;SR/DPF/AL;AL
5;Amapá;132;AP;MACAPÁ;Superintendência Regional de Polícia Federal no Amapá;SR/DPF/AP;AP
5;Cutias;133;AP;MACAPÁ;Superintendência Regional de Polícia Federal no Amapá;SR/DPF/AP;AP
5;Ferreira Gomes;134;AP;MACAPÁ;Superintendência Regional de Polícia Federal no Amapá;SR/DPF/AP;AP
5;Itaubal;135;AP;MACAPÁ;Superintendência Regional de Polícia Federal no Amapá;SR/DPF/AP;AP
5;Laranjal do Jari;136;AP;MACAPÁ;Superintendência Regional de Polícia Federal no Amapá;SR/DPF/AP;AP
5;Macapá;137;AP;MACAPÁ;Superintendência Regional de Polícia Federal no Amapá;SR/DPF/AP;AP
5;Mazagão;138;AP;MACAPÁ;Superintendência Regional de Polícia Federal no Amapá;SR/DPF/AP;AP
5;Pedra Branca do Amaparí;139;AP;MACAPÁ;Superintendência Regional de Polícia Federal no Amapá;SR/DPF/AP;AP
5;Porto Grande;140;AP;MACAPÁ;Superintendência Regional de Polícia Federal no Amapá;SR/DPF/AP;AP
5;Pracuúba;141;AP;MACAPÁ;Superintendência Regional de Polícia Federal no Amapá;SR/DPF/AP;AP
5;Santana;142;AP;MACAPÁ;Superintendência Regional de Polícia Federal no Amapá;SR/DPF/AP;AP
5;Serra do Navio;143;AP;MACAPÁ;Superintendência Regional de Polícia Federal no Amapá;SR/DPF/AP;AP
5;Tartarugalzinho;144;AP;MACAPÁ;Superintendência Regional de Polícia Federal no Amapá;SR/DPF/AP;AP
5;Vitória do Jari;145;AP;MACAPÁ;Superintendência Regional de Polícia Federal no Amapá;SR/DPF/AP;AP
6;Calçoene;146;AP;OIAPOQUE;Delegacia de Polícia Federal no Oiapoque/AP;DPF/OPE/AP;AP
6;Oiapoque;147;AP;OIAPOQUE;Delegacia de Polícia Federal no Oiapoque/AP;DPF/OPE/AP;AP
7;Alvarães;148;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Anamã;149;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Anori;150;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Apuí;151;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Autazes;152;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Barcelos;153;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Barreirinha;154;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Beruri;155;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Boa Vista do Ramos;156;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Borba;157;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Caapiranga;158;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Canutama;159;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Careiro;160;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Careiro da Várzea;161;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Coari;162;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Codajás;163;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Fonte Boa;164;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Iranduba;165;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Itacoatiara;166;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Itapiranga;167;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Japurá;168;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Juruá;169;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Manacapuru;170;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Manaquiri;171;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Manaus;172;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Manicoré;173;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Maraã;174;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Maués;175;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Nhamundá;176;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Nova Olinda do Norte;177;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Novo Airão;178;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Novo Aripuanã;179;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Parintins;180;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Presidente Figueiredo;181;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Rio Preto da Eva;182;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Santa Isabel do Rio Negro;183;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;São Gabriel da Cachoeira;184;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;São Sebastião do Uatumã;185;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Silves;186;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Tapauá;187;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Tefé;188;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Uarini;189;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Urucará;190;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
7;Urucurituba;191;AM;MANAUS;Superintendência Regional de Polícia Federal no Amazonas;SR/DPF/AM;AM
8;Amaturá;192;AM;TABATINGA;Delegacia de Polícia Federal em Tabatinga/AM;DPF/TBA/AM;AM
8;Atalaia do Norte;193;AM;TABATINGA;Delegacia de Polícia Federal em Tabatinga/AM;DPF/TBA/AM;AM
8;Benjamin Constant;194;AM;TABATINGA;Delegacia de Polícia Federal em Tabatinga/AM;DPF/TBA/AM;AM
8;Carauari;195;AM;TABATINGA;Delegacia de Polícia Federal em Tabatinga/AM;DPF/TBA/AM;AM
8;Jutaí;196;AM;TABATINGA;Delegacia de Polícia Federal em Tabatinga/AM;DPF/TBA/AM;AM
8;Santo Antônio do Içá;197;AM;TABATINGA;Delegacia de Polícia Federal em Tabatinga/AM;DPF/TBA/AM;AM
8;São Paulo de Olivença;198;AM;TABATINGA;Delegacia de Polícia Federal em Tabatinga/AM;DPF/TBA/AM;AM
8;Tabatinga;199;AM;TABATINGA;Delegacia de Polícia Federal em Tabatinga/AM;DPF/TBA/AM;AM
8;Tonantins;200;AM;TABATINGA;Delegacia de Polícia Federal em Tabatinga/AM;DPF/TBA/AM;AM
9;Acajutiba;201;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Adustina;202;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Água Fria;203;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Alagoinhas;204;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Amargosa;205;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Amélia Rodrigues;206;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;América Dourada;207;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Andaraí;208;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Anguera;209;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Antas;210;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Antônio Cardoso;211;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Aporá;212;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Araças;213;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Araci;214;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Aramari;215;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Aratuípe;216;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Baixa Grande;217;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Banzaê;218;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Barra do Mendes;219;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Barro Alto;220;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Barrocas;221;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Biritinga;222;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Boa Vista do Tupim;223;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Boninal;224;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Bonito;225;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Brejões;226;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Cabeceiras do Paraguaçu;227;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Cachoeira;228;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Cafarnaum;229;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Camaçari;230;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Canarana;231;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Candeal;232;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Candeias;233;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Capela do Alto Alegre;234;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Cardeal da Silva;235;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Castro Alves;236;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
9;Catu;237;BA;SALVADOR;Superintendência Regional de Polícia Federal na Bahia;SR/DPF/BA;BA
