UF;UNIDADE;UNIDADE_PADRAO_AEROPORTUARIO;CIDADE_APREENSAO;DATA;DROGA;QUANTIDADE;UNIDADE_MEDIDA;ORIGEM;lat;lon
SP;SR/PF/SP;GRU;GUARULHOS;08/22/2015;cocaina;;gramas;aeroporto;-23,43555641;-46,47305679
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;08/24/2015;maconha;4165;gramas;aeroporto;-22,80999947;-43,25055695
SP;SR/PF/SP;GRU;GUARULHOS;08/24/2015;cocaina;2393;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;08/25/2015;cocaina;2594;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;08/25/2015;cocaina;2242;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;08/26/2015;cocaina;1544;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;08/26/2015;cocaina;3133;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;08/27/2015;cocaina;4880;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;08/27/2015;cocaina;1495;gramas;aeroporto;-23,43555641;-46,47305679
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;08/28/2015;maconha;25000;gramas;aeroporto;-22,80999947;-43,25055695
SP;SR/PF/SP;GRU;GUARULHOS;08/28/2015;cocaina;2876;gramas;aeroporto;-23,43555641;-46,47305679
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;08/29/2015;ecstasy;32432,43;comprimidos;aeroporto;-22,80999947;-43,25055695
SP;SR/PF/SP;GRU;GUARULHOS;08/29/2015;cocaina;10540;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;08/29/2015;cocaina;870;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;08/29/2015;cocaina;3753;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;08/31/2015;cocaina;12106;gramas;aeroporto;-23,43555641;-46,47305679
CE;SR/PF/CE;FOR;FORTALEZA;09/09/2015;cocaina;3000;gramas;aeroporto;-3,776279926;-38,5326004
SP;SR/PF/SP;GRU;GUARULHOS;09/10/2015;cocaina;200060;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;09/12/2015;cocaina;4105;gramas;aeroporto;-23,43555641;-46,47305679
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;09/13/2015;cocaina;150;gramas;aeroporto;-22,80999947;-43,25055695
SP;SR/PF/SP;GRU;GUARULHOS;09/14/2015;cocaina;744;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;09/15/2015;cocaina;2985;gramas;aeroporto;-23,43555641;-46,47305679
MS;SR/PF/MS;CGR;CAMPO GRANDE;09/16/2015;maconha;12385;gramas;aeroporto;-20,46870041;-54,67250061
AC;DPF/CZS/AC;CZS;CRUZEIRO DO SUL;09/17/2015;cocaina;3125;gramas;aeroporto;-7,599909782;-72,76950073
DF;SR/PF/DF;BSB;BRASILIA;09/17/2015;cocaina;6285;gramas;aeroporto;-15,86916733;-47,92083359
SP;SR/PF/SP;GRU;GUARULHOS;09/18/2015;cocaina;4477;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;09/19/2015;cocaina;13333;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;09/20/2015;metanfetamina;22910;comprimidos;aeroporto;-23,43555641;-46,47305679
MS;SR/PF/MS;CGR;CAMPO GRANDE;09/21/2015;maconha;24000;gramas;aeroporto;-20,46870041;-54,67250061
SP;SR/PF/SP;GRU;GUARULHOS;09/21/2015;cocaina;3243;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;09/21/2015;cocaina;1570;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;09/22/2015;cocaina;1228;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;09/22/2015;cocaina;3533;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;09/24/2015;cocaina;9638;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;09/24/2015;cocaina;944;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;09/25/2015;cocaina;4412;gramas;aeroporto;-23,43555641;-46,47305679
PR;DPF/FIG/PR;IGU;FOZ DO IGUACU;09/26/2015;cocaina;1000;gramas;aeroporto;-25,60027885;-54,48500061
PR;DPF/FIG/PR;IGU;FOZ DO IGUACU;09/26/2015;cocaina;1160;gramas;aeroporto;-25,60027885;-54,48500061
SP;SR/PF/SP;GRU;GUARULHOS;09/26/2015;cocaina;994;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;09/27/2015;cocaina;2967;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;09/27/2015;cocaina;3020;gramas;aeroporto;-23,43555641;-46,47305679
MS;SR/PF/MS;CGR;CAMPO GRANDE;09/29/2015;maconha;49440;gramas;aeroporto;-20,46870041;-54,67250061
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;09/29/2015;cocaina;5000;gramas;aeroporto;-22,80999947;-43,25055695
CE;SR/PF/CE;FOR;FORTALEZA;09/30/2015;cocaina;3730;gramas;aeroporto;-3,776279926;-38,5326004
CE;SR/PF/CE;FOR;FORTALEZA;09/30/2015;cocaina;6965;gramas;aeroporto;-3,776279926;-38,5326004
PR;DPF/FIG/PR;IGU;FOZ DO IGUACU;09/30/2015;cocaina;1015;gramas;aeroporto;-25,60027885;-54,48500061
SP;SR/PF/SP;GRU;GUARULHOS;09/30/2015;cocaina;4262;gramas;aeroporto;-23,43555641;-46,47305679
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;10/04/2015;cocaina;4305;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;10/20/2015;cocaina;2735;gramas;aeroporto;-22,80999947;-43,25055695
RS;SR/DPF/RS;POA;PORTO ALEGRE;10/21/2015;cocaina;2000;gramas;aeroporto;-29,99440002;-51,17139816
RS;SR/DPF/RS;POA;PORTO ALEGRE;10/24/2015;maconha;16000;gramas;aeroporto;-29,99440002;-51,17139816
SP;SR/PF/SP;GRU;GUARULHOS;10/24/2015;cocaina;7044;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;10/24/2015;cocaina;3993;gramas;aeroporto;-23,43555641;-46,47305679
CE;SR/PF/CE;FOR;FORTALEZA;10/25/2015;cocaina;2000;gramas;aeroporto;-3,776279926;-38,5326004
CE;SR/PF/CE;FOR;FORTALEZA;10/25/2015;cocaina;2000;gramas;aeroporto;-3,776279926;-38,5326004
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;10/25/2015;cocaina;1295;gramas;aeroporto;-22,80999947;-43,25055695
SP;SR/PF/SP;GRU;GUARULHOS;10/25/2015;cocaina;2698;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;10/26/2015;cocaina;3435;gramas;aeroporto;-23,43555641;-46,47305679
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;10/27/2015;cocaina;2075;gramas;aeroporto;-22,80999947;-43,25055695
SP;SR/PF/SP;GRU;GUARULHOS;10/28/2015;ecstasy;19932;comprimidos;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;10/29/2015;cocaina;1078;gramas;aeroporto;-23,43555641;-46,47305679
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;10/30/2015;skunk;2710;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;10/30/2015;maconha;2190;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;10/30/2015;cocaina;110;gramas;aeroporto;-22,80999947;-43,25055695
SP;SR/PF/SP;GRU;GUARULHOS;10/30/2015;maconha;10898;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;11/01/2015;cocaina;1994;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;11/04/2015;cocaina;3774;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;11/07/2015;cocaina;7757;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;11/08/2015;metanfetamina;41813;comprimidos;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;11/08/2015;cocaina;4238;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;11/11/2015;cocaina;2332;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;11/11/2015;cocaina;1368;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;11/11/2015;cocaina;7495;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;11/12/2015;cocaina;1852;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;11/13/2015;cocaina;10523;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;11/14/2015;cocaina;2360;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;11/15/2015;cocaina;3046;gramas;aeroporto;-23,43555641;-46,47305679
CE;SR/PF/CE;FOR;FORTALEZA;11/17/2015;maconha;30000;gramas;aeroporto;-3,776279926;-38,5326004
SP;SR/PF/SP;GRU;GUARULHOS;11/18/2015;cocaina;2484;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;11/21/2015;maconha;7339;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;11/21/2015;maconha;7620;gramas;aeroporto;-23,43555641;-46,47305679
MT;SR/PF/MT;CGB;CUIABA;11/22/2015;maconha;14000;gramas;aeroporto;-15,65289974;-56,11669922
SP;SR/PF/SP;GRU;GUARULHOS;11/22/2015;cocaina;7600;gramas;aeroporto;-23,43555641;-46,47305679
MS;SR/PF/MS;CGR;CAMPO GRANDE;11/23/2015;maconha;23063;gramas;aeroporto;-20,46870041;-54,67250061
SP;SR/PF/SP;GRU;GUARULHOS;11/25/2015;cocaina;5282;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;11/27/2015;cocaina;2401;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;11/27/2015;cocaina;1994;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;11/29/2015;cocaina;5511;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;11/29/2015;cocaina;6249;gramas;aeroporto;-23,43555641;-46,47305679
DF;SR/PF/DF;BSB;BRASILIA;12/01/2015;maconha;6000;gramas;aeroporto;-15,86916733;-47,92083359
SP;SR/PF/SP;GRU;GUARULHOS;12/01/2015;cocaina;3053;gramas;aeroporto;-23,43555641;-46,47305679
DF;SR/PF/DF;BSB;BRASILIA;12/02/2015;cocaina;10470;gramas;aeroporto;-15,86916733;-47,92083359
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;12/02/2015;cocaina;410;gramas;aeroporto;-22,80999947;-43,25055695
SP;SR/PF/SP;GRU;GUARULHOS;12/06/2015;cocaina;1465;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;12/07/2015;cocaina;2144;gramas;aeroporto;-23,43555641;-46,47305679
MS;SR/PF/MS;CGR;CAMPO GRANDE;12/08/2015;maconha;15760;gramas;aeroporto;-20,46870041;-54,67250061
SP;SR/PF/SP;GRU;GUARULHOS;12/08/2015;cocaina;2960;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;12/11/2015;cocaina;4932;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;12/12/2015;cocaina;1107;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;12/12/2015;cocaina;999;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;12/12/2015;ecstasy;20733;comprimidos;aeroporto;-23,43555641;-46,47305679
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;12/17/2015;cocaina;6515;gramas;aeroporto;-22,80999947;-43,25055695
MT;SR/PF/MT;CGB;CUIABA;12/25/2015;maconha;;gramas;aeroporto;-15,65289974;-56,11669922
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;12/25/2015;cocaina;8980;gramas;aeroporto;-22,80999947;-43,25055695
PR;DPF/FIG/PR;IGU;FOZ DO IGUACU;12/29/2015;cocaina;2100;gramas;aeroporto;-25,60027885;-54,48500061
SP;SR/PF/SP;GRU;GUARULHOS;01/07/2016;cocaina;787;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;01/08/2016;cocaina;3094;gramas;aeroporto;-23,43555641;-46,47305679
PA;SR/PF/PA;BEL;BELEM;01/13/2016;cocaina;32915;gramas;aeroporto;-1,37925005;-48,47629929
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;01/13/2016;cocaina;2650;gramas;aeroporto;-22,80999947;-43,25055695
SP;SR/PF/SP;GRU;GUARULHOS;01/13/2016;cocaina;20000;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;01/16/2016;maconha;;gramas;aeroporto;-23,43555641;-46,47305679
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;01/17/2016;cocaina;1660;gramas;aeroporto;-22,80999947;-43,25055695
SP;SR/PF/SP;GRU;GUARULHOS;01/18/2016;cocaina;4935;gramas;aeroporto;-23,43555641;-46,47305679
PR;DPF/FIG/PR;IGU;FOZ DO IGUACU;01/21/2016;cocaina;2735;gramas;aeroporto;-25,60027885;-54,48500061
SP;SR/PF/SP;GRU;GUARULHOS;01/21/2016;cocaina;3868;gramas;aeroporto;-23,43555641;-46,47305679
PA;SR/PF/PA;BEL;BELEM;01/22/2016;cocaina;;gramas;aeroporto;-1,37925005;-48,47629929
PA;SR/PF/PA;BEL;BELEM;01/22/2016;cocaina;;gramas;aeroporto;-1,37925005;-48,47629929
AC;SR/PF/AC;RBR;RIO BRANCO;01/26/2016;cocaina;3081;gramas;aeroporto;-9,868888855;-67,89805603
MS;DPF/DRS/MS;DOU;DOURADOS;01/27/2016;maconha;22000;gramas;aeroporto;-22,20190048;-54,92660141
MS;DPF/DRS/MS;DOU;DOURADOS;01/28/2016;maconha;12000;gramas;aeroporto;-22,20190048;-54,92660141
SP;SR/PF/SP;GRU;GUARULHOS;01/28/2016;cocaina;26637;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;01/29/2016;cocaina;1151;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;01/30/2016;cocaina;23532;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;01/31/2016;cocaina;2519;gramas;aeroporto;-23,43555641;-46,47305679
DF;SR/PF/DF;BSB;BRASILIA;02/02/2016;cocaina;3455;gramas;aeroporto;-15,86916733;-47,92083359
SP;SR/PF/SP;GRU;GUARULHOS;02/02/2016;cocaina;1972;gramas;aeroporto;-23,43555641;-46,47305679
DF;SR/PF/DF;BSB;BRASILIA;02/03/2016;cocaina;3185;gramas;aeroporto;-15,86916733;-47,92083359
PR;DPF/FIG/PR;IGU;FOZ DO IGUACU;02/03/2016;cocaina;3100;gramas;aeroporto;-25,60027885;-54,48500061
SP;SR/PF/SP;GRU;GUARULHOS;02/03/2016;cocaina;;gramas;aeroporto;-23,43555641;-46,47305679
PR;DPF/FIG/PR;IGU;FOZ DO IGUACU;02/04/2016;maconha;2590;gramas;aeroporto;-25,60027885;-54,48500061
SP;SR/PF/SP;GRU;GUARULHOS;02/04/2016;cocaina;5766;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;02/04/2016;cocaina;14624;gramas;aeroporto;-23,43555641;-46,47305679
RO;SR/PF/RO;PVH;PORTO VELHO;02/07/2016;cocaina;4600;gramas;aeroporto;-8,709289551;-63,90230179
MS;DPF/DRS/MS;DOU;DOURADOS;02/08/2016;maconha;15190;gramas;aeroporto;-22,20190048;-54,92660141
PR;DPF/FIG/PR;IGU;FOZ DO IGUACU;02/08/2016;maconha;14600;gramas;aeroporto;-25,60027885;-54,48500061
SP;SR/PF/SP;GRU;GUARULHOS;02/08/2016;metanfetamina;5492;comprimidos;aeroporto;-23,43555641;-46,47305679
AC;SR/PF/AC;RBR;RIO BRANCO;02/10/2016;cocaina;3164;gramas;aeroporto;-9,868888855;-67,89805603
RO;SR/PF/RO;PVH;PORTO VELHO;02/11/2016;cocaina;10600;gramas;aeroporto;-8,709289551;-63,90230179
SP;SR/PF/SP;GRU;GUARULHOS;02/11/2016;cocaina;5054;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;02/11/2016;cocaina;2870;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;02/13/2016;cocaina;492;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;02/13/2016;cocaina;1224;gramas;aeroporto;-23,43555641;-46,47305679
MS;DPF/DRS/MS;DOU;DOURADOS;02/16/2016;maconha;11020;gramas;aeroporto;-22,20190048;-54,92660141
MS;SR/PF/MS;CGR;CAMPO GRANDE;02/17/2016;maconha;6306;gramas;aeroporto;-20,46870041;-54,67250061
SP;SR/PF/SP;GRU;GUARULHOS;02/17/2016;metanfetamina;22879;comprimidos;aeroporto;-23,43555641;-46,47305679
AC;SR/PF/AC;RBR;RIO BRANCO;02/18/2016;cocaina;3039;gramas;aeroporto;-9,868888855;-67,89805603
SP;SR/PF/SP;GRU;GUARULHOS;02/18/2016;cocaina;795;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;02/20/2016;cocaina;3768;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;02/20/2016;cocaina;1993;gramas;aeroporto;-23,43555641;-46,47305679
MS;SR/PF/MS;CGR;CAMPO GRANDE;02/21/2016;maconha;10000;gramas;aeroporto;-20,46870041;-54,67250061
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;02/22/2016;cocaina;6700;gramas;aeroporto;-22,80999947;-43,25055695
SP;SR/PF/SP;GRU;GUARULHOS;02/22/2016;cocaina;143512;gramas;aeroporto;-23,43555641;-46,47305679
SC;SR/PF/SC;FLN;FLORIANOPOLIS;02/23/2016;maconha;15000;gramas;aeroporto;-27,67027855;-48,55250168
SP;SR/PF/SP;GRU;GUARULHOS;02/24/2016;cocaina;1210;gramas;aeroporto;-23,43555641;-46,47305679
MS;DPF/CRA/MS;CMG;CORUMBA;02/25/2016;cocaina;1545;gramas;aeroporto;-19,01194382;-57,67139053
AC;SR/PF/AC;RBR;RIO BRANCO;02/26/2016;cocaina;4534;gramas;aeroporto;-9,868888855;-67,89805603
AC;SR/PF/AC;RBR;RIO BRANCO;02/26/2016;maconha;42;gramas;aeroporto;-9,868888855;-67,89805603
SP;SR/PF/SP;GRU;GUARULHOS;02/27/2016;cocaina;3579;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;02/27/2016;cocaina;45371;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;02/27/2016;cocaina;19994;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;02/27/2016;cocaina;9858;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;03/01/2016;skunk;871;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;03/01/2016;cocaina;3648;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;03/01/2016;maconha;1500;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;03/03/2016;cocaina;998;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;03/03/2016;cocaina;2574;gramas;aeroporto;-23,43555641;-46,47305679
MS;DPF/DRS/MS;DOU;DOURADOS;03/04/2016;maconha;2900;gramas;aeroporto;-22,20190048;-54,92660141
MS;DPF/DRS/MS;DOU;DOURADOS;03/05/2016;maconha;7600;gramas;aeroporto;-22,20190048;-54,92660141
RO;SR/PF/RO;PVH;PORTO VELHO;03/05/2016;cocaina;4000;gramas;aeroporto;-8,709289551;-63,90230179
PR;DPF/FIG/PR;IGU;FOZ DO IGUACU;03/09/2016;cocaina;900;gramas;aeroporto;-25,60027885;-54,48500061
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;03/09/2016;cocaina;2070;gramas;aeroporto;-22,80999947;-43,25055695
SP;SR/PF/SP;GRU;GUARULHOS;03/09/2016;cocaina;2540;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;03/09/2016;cocaina;9751;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;03/11/2016;cocaina;3472;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;03/11/2016;cocaina;1000;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;03/12/2016;cocaina;6965;gramas;aeroporto;-23,43555641;-46,47305679
MT;SR/PF/MT;CGB;CUIABA;03/13/2016;cocaina;3110;gramas;aeroporto;-15,65289974;-56,11669922
BA;SR/PF/BA;SSA;SALVADOR;03/15/2016;maconha;10550;gramas;aeroporto;-12,9086113;-38,32249832
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;03/16/2016;cocaina;1450;gramas;aeroporto;-22,80999947;-43,25055695
RN;SR/PF/RN;NAT;NATAL;03/17/2016;cocaina;5100;gramas;aeroporto;-5,911419869;-35,24769974
RN;SR/PF/RN;NAT;NATAL;03/17/2016;maconha;1600;gramas;aeroporto;-5,911419869;-35,24769974
SP;SR/PF/SP;GRU;GUARULHOS;03/18/2016;cocaina;3332;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;03/18/2016;cocaina;3344;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;03/19/2016;cocaina;1902;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;03/21/2016;cocaina;3390;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;03/22/2016;cocaina;88;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;03/24/2016;cocaina;3432;gramas;aeroporto;-23,43555641;-46,47305679
PR;DPF/FIG/PR;IGU;FOZ DO IGUACU;03/25/2016;cocaina;4195;gramas;aeroporto;-25,60027885;-54,48500061
SP;SR/PF/SP;GRU;GUARULHOS;03/26/2016;cocaina;1773;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;03/26/2016;cocaina;64615;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;03/26/2016;cocaina;1006;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;03/26/2016;cocaina;4477;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;03/28/2016;cocaina;12510;gramas;aeroporto;-23,43555641;-46,47305679
RO;SR/PF/RO;PVH;PORTO VELHO;03/31/2016;cocaina;2919;gramas;aeroporto;-8,709289551;-63,90230179
SP;SR/PF/SP;GRU;GUARULHOS;03/31/2016;cocaina;3529;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;04/01/2016;cocaina;3957;gramas;aeroporto;-23,43555641;-46,47305679
PR;DPF/FIG/PR;IGU;FOZ DO IGUACU;04/02/2016;maconha;2765;gramas;aeroporto;-25,60027885;-54,48500061
SP;SR/PF/SP;GRU;GUARULHOS;04/02/2016;cocaina;1500;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;04/04/2016;cocaina;12261;gramas;aeroporto;-23,43555641;-46,47305679
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;04/05/2016;cocaina;7390;gramas;aeroporto;-22,80999947;-43,25055695
SP;SR/PF/SP;GRU;GUARULHOS;04/06/2016;cocaina;6139;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;04/06/2016;metanfetamina;20783;comprimidos;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;04/07/2016;maconha;3968;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;04/07/2016;ecstasy;571;comprimidos;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;04/09/2016;metanfetamina;32863;comprimidos;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;04/10/2016;cocaina;5894;gramas;aeroporto;-23,43555641;-46,47305679
RO;SR/PF/RO;PVH;PORTO VELHO;04/11/2016;cocaina;7000;gramas;aeroporto;-8,709289551;-63,90230179
SP;SR/PF/SP;GRU;GUARULHOS;04/12/2016;cocaina;7720;gramas;aeroporto;-23,43555641;-46,47305679
MS;SR/PF/MS;CGR;CAMPO GRANDE;04/13/2016;maconha;14780;gramas;aeroporto;-20,46870041;-54,67250061
SP;SR/PF/SP;GRU;GUARULHOS;04/13/2016;cocaina;3767;gramas;aeroporto;-23,43555641;-46,47305679
PR;DPF/FIG/PR;IGU;FOZ DO IGUACU;04/15/2016;ecstasy;7292;comprimidos;aeroporto;-25,60027885;-54,48500061
SP;SR/PF/SP;GRU;GUARULHOS;04/15/2016;cocaina;5484;gramas;aeroporto;-23,43555641;-46,47305679
RO;SR/PF/RO;PVH;PORTO VELHO;04/19/2016;cocaina;200;gramas;aeroporto;-8,709289551;-63,90230179
SP;SR/PF/SP;GRU;GUARULHOS;04/19/2016;cocaina;5320;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;04/21/2016;cocaina;1941;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;04/22/2016;cocaina;3481;gramas;aeroporto;-23,43555641;-46,47305679
DF;SR/PF/DF;BSB;BRASILIA;04/23/2016;cocaina;1250;gramas;aeroporto;-15,86916733;-47,92083359
